Timestamp,X,Y,Z
1735791939.812491884,0.06342538555805356,0.02104492352611366,0.7840791729475076
1735791939.859413043,0.06342558111371221,0.021044969555147165,0.784079198882194
1735791939.870437857,0.06342562021547322,0.021044978715915416,0.7840792040629884
1735791939.880319856,0.06342565931433845,0.02104498786078211,0.784079209242201
1735791939.889603730,0.06342569841079265,0.021044996989245966,0.7840792144200944
1735791939.898920356,0.06342573750819476,0.02104500611038717,0.7840792195975076
1735791939.908210640,0.06342577660224359,0.02104501523619971,0.7840792247614697
1735791939.917856974,0.06342581569434441,0.0210450243846329,0.7840792299267549
1735791939.925784560,0.06342585478471151,0.021045033553748916,0.7840792350925698
1735791939.934869788,0.06342589387291955,0.021045042742571646,0.784079240258123
1735791939.943759809,0.06342593295925152,0.02104505195082336,0.7840792454232427
1735791939.951732658,0.06342597204387429,0.021045061178470218,0.784079250588017
1735791939.959124778,0.06342601112682011,0.021045070425840112,0.7840792557520881
1735791939.967474298,0.06342605020808459,0.021045079693298344,0.784079260915458
1735791939.983726561,0.06342608928798432,0.02104508898145199,0.7840792660781254
1735791939.991265879,0.06342612836281314,0.021045098276673238,0.7840792712275798
1735791940.14722604,0.06342616743474845,0.02104510756319961,0.7840792763698469
1735791940.21976312,0.06342620650470546,0.021045116842243312,0.7840792815080369
1735791940.30572865,0.06342624557354266,0.021045126114600958,0.7840792866437923
1735791940.38222312,0.06342628464104717,0.02104513538067789,0.7840792917774615
1735791940.51053427,0.06342632370753247,0.021045144640803145,0.7840792969094185
1735791940.60098046,0.06342636277292082,0.021045153895083435,0.7840793020398231
1735791940.71829109,0.06342640183765416,0.021045163143656835,0.7840793071689652
1735791940.82249420,0.06342644089813523,0.021045172374693964,0.7840793122860424
1735791940.91898460,0.06342647995648393,0.021045181589261774,0.7840793173967344
1735791940.101324226,0.06342651901358581,0.021045190787644004,0.784079322503837
1735791940.116583518,0.06342655806970068,0.021045199969870053,0.7840793276082606
1735791940.121619092,0.06342659712484318,0.021045209135607625,0.7840793327106134
1735791940.130473772,0.06342663617926564,0.02104521828448297,0.7840793378111963
1735791940.140263964,0.0634266752330512,0.021045227415892397,0.7840793429103401
1735791940.150670392,0.06342671428274363,0.021045236537683122,0.7840793480071478
1735791940.155368088,0.06342675332527986,0.021045245661617373,0.7840793530926727
1735791940.165235189,0.06342679236660835,0.021045254797327988,0.7840793581843375
1735791940.173876598,0.06342683140553924,0.021045263942670603,0.7840793632796994
1735791940.180906311,0.06342687044191282,0.02104527309655242,0.7840793683778331
1735791940.188001023,0.06342690947862345,0.021045282266810992,0.7840793734792698
1735791940.199171096,0.06342694851521682,0.021045291453201286,0.7840793785822322
1735791940.206682520,0.06342698755086536,0.021045300655658735,0.7840793836854906
1735791940.217783207,0.06342702658558777,0.021045309874401896,0.7840793887886834
1735791940.223676299,0.06342706561936337,0.02104531910966934,0.7840793938918209
1735791940.237041925,0.06342710465208203,0.02104532836193765,0.7840793989945172
1735791940.242631796,0.06342714368362605,0.02104533763164963,0.7840794040967676
1735791940.251618965,0.06342718270778853,0.02104534689920734,0.7840794091871344
1735791940.260160153,0.0634272217272325,0.021045356166215726,0.7840794142731095
